Area,Frontage,Floors,Bedrooms,Bathrooms,Legal status,Price
0.3864134404674945,0.3375,0.5,0.625,0.875,Have certificate,0.7142857142857143
0.8305332359386413,0.5,0.33333333333333337,0.375,0.125,Have certificate,0.6
0.3864134404674945,0.625,0.6666666666666666,0.375,0.375,Have certificate,0.6285714285714284
0.44485025566106645,0.375,0.6666666666666666,1.0,1.0,Have certificate,0.4742857142857143
0.45215485756026297,0.75,0.33333333333333337,0.375,0.375,Have certificate,0.3523809523809524
0.34258582907231555,0.5,0.5,0.625,0.625,Have certificate,0.5714285714285714
0.7078159240321402,0.625,0.33333333333333337,0.375,0.375,Have certificate,0.1095238095238095
0.4886778670562454,1.0,0.33333333333333337,0.375,0.375,Have certificate,0.8190476190476189
0.379108838568298,0.625,0.6666666666666666,0.625,0.875,Have certificate,0.5523809523809523
0.2476260043827611,0.375,0.8333333333333334,0.375,0.375,Have certificate,0.438095238095238
0.3060628195763331,0.25,0.5,0.625,0.375,Have certificate,0.3761904761904762
0.1964937910883857,0.875,0.8333333333333334,0.375,0.625,Have certificate,0.3428571428571428
0.4704163623082542,0.5,0.5,0.625,0.625,Have certificate,0.3333333333333333
0.9999999999999999,1.0,0.33333333333333337,0.375,0.375,Have certificate,0.8571428571428571
0.3060628195763331,0.5,0.6666666666666666,0.375,0.625,Have certificate,0.4476190476190476
0.9999999999999999,1.0,0.33333333333333337,0.875,1.0,Have certificate,0.8285714285714284
0.3170197224251278,0.625,0.33333333333333337,0.375,0.375,Have certificate,0.17142857142857137
0.4740686632578524,0.375,0.0,0.375,0.375,Have certificate,0.17142857142857137
0.8539079620160701,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.5714285714285714
0.2695398100803506,0.5,0.16666666666666666,0.125,0.125,Have certificate,0.03619047619047619
0.8539079620160701,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.6666666666666666
0.6932067202337472,1.0,0.33333333333333337,0.375,0.375,Sale contract,0.5619047619047619
0.5617238860482103,0.5,0.33333333333333337,0.625,0.625,Have certificate,0.047619047619047616
0.21110299488677867,0.5,0.6666666666666666,0.375,0.625,Have certificate,0.4476190476190476
0.5252008765522279,1.0,0.0,0.375,0.0,Have certificate,0.1285714285714286
0.6347699050401753,0.875,0.33333333333333337,0.375,0.625,Have certificate,0.4571428571428571
0.6055514974433893,0.375,0.16666666666666666,1.0,0.125,Have certificate,0.6285714285714284
0.4886778670562454,0.5,0.33333333333333337,0.625,0.625,Have certificate,0.16190476190476194
0.8539079620160701,0.625,0.6666666666666666,0.375,0.375,Have certificate,0.8571428571428571
0.2826880934989043,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.17619047619047618
0.3323593864134405,0.5,0.33333333333333337,0.125,0.125,Have certificate,0.18571428571428572
0.3864134404674945,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.34761904761904766
